elder_name,youth_name,elder_district,youth_district,zone,jaccard_score,distance_km,final_score,shared_interests
Wong Chun Wah,Lee Kwok Him,Kornhill,Laguna City,0,0.46153846153846156,3.4490998828670456,0.42602237706395774,digital_help; games; karaoke; music; smartphone; songs
Ho Pak Kuen,Lau Sze Wing,Tak Tin Estate,Grand Promenade,0,0.45454545454545453,2.804360922597078,0.425792072059375,chess; chinese; companionship; games; mahjong
Chow Mei Lin,Lee Chi Ho,Tsui Wan Estate,Siu Sai Wan Estate,0,0.42857142857142855,1.4638042230861599,0.4251671749937043,chess; chinese; games; park; reading; walking
Tang Siu Lan,Lau Yan Ting,Po Tat Estate,Tsui Ping North Estate,0,0.4117647058823529,0.9975068722290348,0.42509360898098625,arts; calligraphy; games; mahjong; park; walk; walking
Lau Ka Yan,Chan Hiu Lam,Lam Tin Estate,Lam Tin Estate,0,0.4,0.7636984422459352,0.425048552749747,chess; chinese; games; park; walk; walking
Lam Lai Kwan,Yip Chi Ho,King Lam Estate,Shun On Estate,0,0.4666666666666667,4.360987211316915,0.42464658791761717,arts; calligraphy; chinese; companionship; park; walk; walking
Cheung Kin Man,Lee Tsz Wai,Yiu Tung Estate,Yiu Tung Estate,0,0.375,0.42326877416625625,0.4241411971671473,centre; community; park; reading; walk; walking
Wong Pak Kuen,Ho Pak Hei,Hong Pak Court,Tung Yuk Court,0,0.46153846153846156,3.8137515375891913,0.4234684198252414,karaoke; music; park; songs; walk; walking
Chan Siu Fong,Cheung Sze Wing,On Tat Estate,The Grandiose,0,0.45454545454545453,3.1011027710542303,0.42293916455051983,arts; chess; chinese; games; reading
Ho Chi Keung,Ng Yuk Ting,Lei King Wan,Taikoo Shing,0,0.4166666666666667,1.2135591165991926,0.4219308383461893,arts; calligraphy; chinese; games; mahjong
Lau Sze Man,Ng Hiu Lam,Chung Ming Court,Wo Ming Court,0,0.35294117647058826,0.2325142331002904,0.4217024485167097,arts; cooking; food_social; park; walk; walking
Chow Chi Keung,Tang Yuk Ting,Choi Hing Court,Hiu Lai Court,0,0.4117647058823529,1.0991875010310819,0.42145621814455486,centre; community; digital_help; park; smartphone; walk; walking
Ng Wing Chiu,Yip Yuk Ting,New Jade Garden,Yue Wan Estate,0,0.3333333333333333,0.08821023938152087,0.4211743447221361,centre; community; cooking; food_social
Cheung Siu Lan,Wong Siu Tung,East Point City,The Wings,0,0.36363636363636365,0.34204611069631513,0.4208605411508486,arts; calligraphy; cooking; food_social
Yip Ka Yan,Chow Tsz Wai,Healthy Village,Harmony Garden,0,0.4666666666666667,5.207913284568585,0.42082937531352627,cooking; food_social; games; light_exercise; mahjong; reading; stretching
Cheung Siu Fong,Leung Man Yi,Ming Wah Dai Ha,Shin Ming Estate,0,0.45454545454545453,3.372295084298586,0.42067056147001064,centre; community; games; mahjong; reading
Yip Wing Chiu,Leung Kwok Him,Chai Wan Estate,Wo Ming Court,0,0.4666666666666667,5.467779635957298,0.4198585514312747,food_social; games; mahjong; park; tea; walk; walking
Ng Yee Kwan,Lau Tsz Wai,The Pinnacle,Metro City,0,0.4,0.8940737623541193,0.4191943814339981,chess; chinese; food_social; games; mahjong; tea
Cheung Kin Man,Lee Tsz Wai,Sheung Tak Estate,Yiu Tung Estate,0,0.46153846153846156,4.758324172072725,0.41835693780301964,centre; community; park; reading; walk; walking
Cheung Yee Kwan,Cheung Man Yi,Amoy Gardens,Ming Wah Dai Ha,0,0.45454545454545453,3.7100264112141574,0.41821059154054646,karaoke; light_exercise; music; songs; stretching
Chan Tak Ming,Chow Wing Sze,Nan Fung Sun Chuen,Hong Pak Court,0,0.46153846153846156,4.808015801104854,0.41813406832606775,chess; chinese; cooking; food_social; games; mahjong
Lam Mei Lin,Tang Lok Yin,Lei Yue Mun Estate,Kwong Ming Court,0,0.4375,2.2450019296693706,0.4180999339911127,cooking; food_social; light_exercise; park; stretching; walk; walking
Chow Tak Ming,Lee Chi Ho,Hing Wah (1) Estate,Siu Sai Wan Estate,0,0.42857142857142855,1.8381000349468177,0.4171379739499198,chess; chinese; games; park; reading; walking
Cheung Kwok Wai,Yip Pak Hei,King Lam Estate,Nan Fung Plaza,0,0.3333333333333333,0.12305703916104295,0.4168973419005691,cooking; food_social; games; mahjong
Tang Hoi Yan,Yip Wai Man,Braemar Hill Mansion,Choi Tak Estate,0,0.46153846153846156,5.1121713510801365,0.4168488891073357,centre; community; games; karaoke; music; songs
Leung Kwok Wai,Yip Hiu Lam,Siu Sai Wan Estate,Hong Nga Court,0,0.46153846153846156,5.142457675817436,0.4167278849922171,cooking; food_social; park; tea; walk; walking
Cheung Ming Yuet,Ho Hiu Lam,Park Central,Nan Fung Plaza,0,0.42857142857142855,1.8917856405299982,0.4161567789654975,food_social; park; reading; tea; walk; walking
Cheung Mei Lin,Lau Man Yi,Yiu Tung Estate,Wan Tsui Estate,0,0.4375,2.435281185280572,0.4155395479393993,arts; calligraphy; food_social; karaoke; music; songs; tea
Leung Mei Lin,Chow Wai Man,New Jade Garden,Residence Oasis,0,0.4666666666666667,7.19931995454507,0.41496086677491484,companionship; cooking; food_social; light_exercise; park; stretching; walking
Lau Chun Wah,Chow Wing Sze,Choi Fook Estate,Hong Pak Court,0,0.45454545454545453,4.285788587885949,0.4147416158280009,centre; community; karaoke; music; songs
Leung Kwok Wai,Chow Wing Sze,Tsui Ping North Estate,Metro City,0,0.4444444444444444,3.1653313547387865,0.4137893185713689,chess; chinese; companionship; games
Leung Yat Fung,Ng Kwok Him,Kai Tin Estate,Yau Tong Estate,0,0.4,1.0337848915420569,0.41375411265164186,games; light_exercise; mahjong; park; stretching; walking
Ho Yee Kwan,Lau Sze Wing,Kin Ming Estate,Hong Nga Court,0,0.4,1.0338427669622337,0.41375201389045496,chess; chinese; games; reading
Lee Sze Man,Lee Tsz Ho,Tung Yuk Court,Yiu Tung Estate,0,0.38461538461538464,0.7386189714942637,0.4131984497674684,games; mahjong; park; walk; walking
Ng Mei Lin,Leung Ka Ming,Tak Bo Garden,Upper Ngau Tau Kok Estate,0,0.36363636363636365,0.44190137235024984,0.41312021572476376,centre; community; companionship; food_social
Wong Ming Yuet,Wong Man Yi,Po Pui Court,Wo Lok Estate,0,0.35714285714285715,0.36930792780449107,0.4131158173492732,digital_help; karaoke; music; smartphone; songs
Chan Mei Lin,Cheung Yan Ting,Choi Ying Estate,Braemar Hill Mansion,0,0.45454545454545453,4.624502376313406,0.4130326623439077,arts; calligraphy; chinese; games; mahjong
Leung Hoi Yan,Yip Tsz Wai,Lam Tin Estate,Verbena Heights,0,0.4444444444444444,3.2920297931933447,0.41272627702582176,chess; chinese; games; mahjong
Ho Pak Kuen,Lau Tsz Wai,Upper Ngau Tau Kok Estate,Lower Ngau Tau Kok Estate,0,0.35714285714285715,0.3775982764985837,0.41245658221814496,games; mahjong; park; walk; walking
Tang Wing Chiu,Cheung Yan Ting,Lok Wah South Estate,Hiu Lai Court,0,0.42857142857142855,2.122823371813069,0.4123191705976901,cooking; food_social; karaoke; light_exercise; music; songs
Lee Siu Fong,Yip Tsz Wai,Tak Tin Estate,Verbena Heights,0,0.4444444444444444,3.401671227122314,0.4118557432277475,chess; chinese; games; mahjong
Tang Kam Ming,Ng Wai Man,Provident Centre,Bedford Gardens,0,0.35714285714285715,0.38559584565550203,0.41182810418886845,arts; calligraphy; chinese; light_exercise; stretching
Chan Yee Kwan,Ho Yiu Tung,Tong Ming Court,Sheung Tak Estate,0,0.3888888888888889,0.8478387548055213,0.41173146963891777,cooking; food_social; karaoke; music; park; songs; walking
Yip Ming Yuet,Chan Tsz Wai,Choi Ha Estate,Upper Ngau Tau Kok Estate,0,0.38461538461538464,0.7719787574777122,0.411574204577403,digital_help; karaoke; music; smartphone; songs
Wong Chun Wah,Chan Hiu Lam,Chai Wan Estate,Kwun Tong Garden Estate,0,0.46153846153846156,6.823360548172385,0.41148103847733053,centre; community; cooking; food_social; games; mahjong
Tang Yat Fung,Lam Hiu Lam,Fung Wah Estate,Hing Man Estate,0,0.3684210526315789,0.5323039791933925,0.4110496982150007,chess; chinese; games; karaoke; light_exercise; music; songs
Leung Kin Man,Chow Hiu Lam,Beverly Garden,Metro City,0,0.4166666666666667,1.6604773020999055,0.4105475273045701,centre; chess; chinese; community; games
Chan Sze Man,Cheung Lok Yin,Yu Ming Court,Choi Ying Estate,0,0.45454545454545453,5.429662963937105,0.4096930085004536,arts; calligraphy; chinese; cooking; food_social
Wong Ming Yuet,Tang Chi Ho,Yu Ming Court,Yuk Ming Court,0,0.375,0.6824319552495937,0.40790665179323526,chess; chinese; games; light_exercise; park; walking
Lee Kwok Wai,Cheung Yan Ting,Shun Tin Estate,Braemar Hill Mansion,0,0.45454545454545453,5.993143176454433,0.4078132186494735,arts; calligraphy; chinese; games; mahjong
Chow Mei Lin,Ho Wai Man,Lok Wah South Estate,Lok Wah South Estate,0,0.35714285714285715,0.4424025270649774,0.4075645908027942,digital_help; park; smartphone; walk; walking
Yip Siu Lan,Cheung Yuk Ting,On Ning Garden,Tong Ming Court,0,0.3333333333333333,0.20918875489238814,0.4073834449417143,centre; chess; chinese; community; games; mahjong
Ho Kin Man,Lau Tsz Wai,Tung Tao Court,Tai On Building,0,0.42105263157894735,2.114864723971505,0.4060509212329148,chess; chinese; digital_help; games; mahjong; park; smartphone; walking
Chan Chun Wah,Lam Hiu Lam,Heng Fa Chuen,Hing Man Estate,0,0.42857142857142855,2.6080074417283763,0.4058599079154658,chess; chinese; games; karaoke; music; songs
Lee Tak Ming,Lam Ho Yin,Taikoo Shing,Lei King Wan,0,0.4166666666666667,1.9063432119709094,0.4057779145682106,arts; calligraphy; centre; chinese; community
Lee Yuk Lan,Chow Tsz Wai,Bauhinia Garden,East Point City,0,0.4117647058823529,1.6901151913724337,0.4057596940387796,food_social; light_exercise; park; stretching; tea; walk; walking
Wong Sze Man,Wong Man Yi,The Beaumount,Nan Fung Sun Chuen,0,0.45454545454545453,6.876792981139574,0.40540691963376474,companionship; karaoke; music; reading; songs
Lam Ming Yuet,Tang Ka Ming,Park Central,Metro Town,0,0.3333333333333333,0.24037084103411932,0.4042649088248551,arts; food_social; karaoke; music; songs; tea
Ng Kin Man,Yip Ka Ming,Choi Fook Estate,Hong Pak Court,0,0.4375,3.6407416150105747,0.4041974200879493,digital_help; food_social; park; smartphone; tea; walk; walking
Ng Wai Ling,Tang Yan Ting,Metro City,Residence Oasis,0,0.375,0.7599016520116826,0.40398203545410627,arts; calligraphy; chinese; food_social; games; tea
Cheung Kam Ming,Cheung Yan Ting,Hau Tak Estate,Braemar Hill Mansion,0,0.45454545454545453,7.64430750738135,0.40371609633476946,arts; calligraphy; chinese; games; mahjong
Cheung Hoi Yan,Cheung Yan Ting,Fu Ning Garden,Hiu Lai Court,0,0.42857142857142855,2.8150515568646512,0.4036036626185739,cooking; food_social; karaoke; light_exercise; music; songs
Wong Kam Ming,Lam Wing Sze,Tung Yuk Court,Oi Tung Estate,0,0.35294117647058826,0.4654490073657779,0.40235770691853207,digital_help; food_social; games; mahjong; smartphone; tea
Ho Chi Keung,Chan Lok Yin,Sceneway Garden,Tak Tin Estate,0,0.38461538461538464,1.0017178598752208,0.4018587124623184,digital_help; karaoke; music; smartphone; songs
Chan Yuk Lan,Ho Hiu Lam,Bedford Gardens,Yiu Tung Estate,0,0.42857142857142855,3.2048955595666633,0.3999584195586743,chess; chinese; food_social; games; mahjong; tea
Chan Hoi Yan,Cheung Yuk Ting,Yu Ming Court,Sheung Tak Estate,0,0.3333333333333333,0.2869115200492453,0.39989146313720675,games; mahjong; park; walk; walking
Chow Sze Man,Lau Ho Yin,Hing Tin Estate,Lam Tin Estate,0,0.3684210526315789,0.7310136777873562,0.3998123226739658,centre; community; games; mahjong; park; walk; walking
Wong Wai Ling,Wong Kwok Him,Metropole Building,Kai Tsui Court,0,0.4444444444444444,5.834718620842878,0.3997245481309224,chess; chinese; games; mahjong
Wong Chun Wah,Cheung Man Yi,Bauhinia Garden,Verbena Heights,0,0.38461538461538464,1.0620592750332307,0.3996658936869562,digital_help; karaoke; music; smartphone; songs
Lam Tak Ming,Lee Yuk Ting,Bedford Gardens,Kornhill,0,0.4166666666666667,2.3173497069258686,0.3993834852875176,cooking; food_social; karaoke; music; songs
Wong Lai Kwan,Chan Ka Ching,Tseung Kwan O Plaza,Fu Ning Garden,0,0.375,0.8765599368655866,0.3986834980211421,companionship; cooking; food_social; games; mahjong; tea
Leung Ka Yan,Yip Yan Ting,Residence Oasis,Park Central,0,0.4117647058823529,2.1019714863290107,0.3983563439125985,arts; companionship; food_social; park; tea; walk; walking
Tang Chi Keung,Yip Wing Sze,East Point City,Nan Fung Plaza,0,0.36363636363636365,0.6819062097536687,0.3982754302789062,arts; calligraphy; centre; community
Lee Wai Ling,Chan Yuk Ting,The Pinnacle,Metro City,0,0.36363636363636365,0.6866489053596933,0.39802465192460873,centre; community; cooking; food_social
Chow Mei Lin,Chan Yiu Tung,Hiu Lai Court,Hing Tin Estate,0,0.375,0.9135628762971088,0.39713780834328344,chess; chinese; games; light_exercise; park; walking
Tang Kwok Wai,Lau Man Yi,Wan Tsui Estate,Wan Tsui Estate,0,0.3157894736842105,0.16735750657556586,0.39691639288087743,arts; calligraphy; food_social; games; mahjong; tea
Chow Kam Ming,Chow Wai Man,Kwong Ming Court,Residence Oasis,0,0.29411764705882354,0.02280636140159953,0.3966553256419406,cooking; food_social; light_exercise; park; walking
Chow Kam Ming,Lam Hiu Lam,Braemar Hill Mansion,Lei Yue Mun Estate,0,0.4375,5.0753462539351,0.3965649507831085,digital_help; karaoke; music; park; smartphone; songs; walking
Ho Kin Man,Lau Tsz Wai,On Ning Garden,Lower Ngau Tau Kok Estate,0,0.42857142857142855,3.667385549140302,0.39642362070478626,chess; chinese; games; mahjong; park; walking
Lau Lai Kwan,Lee Tsz Ho,Kornhill Gardens,Yiu Tung Estate,0,0.38461538461538464,1.1826718422858677,0.39564618824654,games; mahjong; park; walk; walking
Chan Mei Lin,Yip Yan Ting,Park Central,Park Central,0,0.29411764705882354,0.030023098390306167,0.39562780216717097,arts; calligraphy; food_social; park; walking
Lau Mei Lin,Tang Tsz Ho,Island Resort,Harmony Garden,0,0.4,1.7111695586980227,0.39532667609031213,cooking; food_social; games; reading
Ho Pak Kuen,Ho Kwok Him,Kwun Tong Garden Estate,Lok Nga Court,0,0.3333333333333333,0.3445803114099754,0.3948923073322197,companionship; light_exercise; park; stretching; walking
Lau Kin Man,Tang Sze Wing,Siu Sai Wan Estate,Oi Tung Estate,0,0.4117647058823529,2.344546772880232,0.39484912611068795,chess; chinese; food_social; games; park; tea; walking
Wong Wai Ling,Leung Chi Ho,Yiu Tung Estate,Po Tat Estate,0,0.42857142857142855,3.9197314166772106,0.394775183587132,digital_help; karaoke; music; reading; smartphone; songs
Ho Kwok Wai,Cheung Yuk Ting,Hong Pak Court,Po Pui Court,0,0.4,1.7441091427490207,0.3946625488262218,chess; chinese; games; karaoke; music; songs
Lee Yat Fung,Chow Yuk Ting,Tung Hei Court,Lei Yue Mun Estate,0,0.4,1.7521290780706003,0.3945032575671046,arts; calligraphy; centre; community; digital_help; smartphone
Chow Pak Kuen,Tang Sze Wing,Yuk Ming Court,Oi Tung Estate,0,0.4375,5.663773269808003,0.3943847694544343,chess; chinese; food_social; games; park; tea; walking
Wong Lai Kwan,Ng Lok Yin,Laguna City,Kornhill Gardens,0,0.4117647058823529,2.413863918704415,0.39393848248553676,arts; calligraphy; chinese; games; light_exercise; mahjong; stretching
Ng Yat Fung,Lau Yan Ting,Kwong Tin Estate,Tsui Ping North Estate,0,0.4,1.8676827479620035,0.3923070413233827,arts; games; mahjong; park; walk; walking
Leung Wai Ling,Ho Wai Man,Lok Wah North Estate,Lok Wah South Estate,0,0.35714285714285715,0.7021692398855296,0.39169427586837974,digital_help; park; smartphone; walk; walking
Tang Kwok Wai,Leung Yan Ting,Kornhill,Yau Lai Estate,0,0.4117647058823529,2.617910526779234,0.39146039513407593,karaoke; light_exercise; music; park; reading; songs; walking
Lam Mei Lin,Lee Tsz Ho,Tsui Wan Estate,Yiu Tung Estate,0,0.38461538461538464,1.3409670112896788,0.39099916141149627,games; mahjong; park; walk; walking
Wong Wai Ling,Chow Wing Sze,Yue Wan Estate,Hong Pak Court,0,0.42857142857142855,4.904508458013933,0.38969003050722995,chess; chinese; cooking; food_social; games; mahjong
Chan Yat Fung,Ng Sze Wing,Shun Chi Court,Shun Tin Estate,0,0.35714285714285715,0.7432740718282239,0.3896164185268465,cooking; food_social; park; walk; walking
Lee Chun Wah,Ho Tsz Ho,Yu Ming Court,East Point City,0,0.35294117647058826,0.6766321962926777,0.38946505997658626,karaoke; light_exercise; music; park; songs; walking
Yip Hoi Yan,Chow Wing Sze,Residence Oasis,Hong Pak Court,0,0.4166666666666667,3.3017074332690783,0.38903654155399897,centre; community; karaoke; music; songs
Lam Ka Yan,Lam Ho Yin,Lok Hin Terrace,Tung Hei Court,0,0.4166666666666667,3.31435480276051,0.3889343218219691,arts; centre; community; cooking; food_social
Ho Yee Kwan,Lee Ka Ming,Grand Promenade,Oi Tung Estate,0,0.4,2.1223623592577057,0.38804054838646607,games; mahjong; park; reading; walk; walking
Tang Sze Man,Cheung Man Yi,Bedford Gardens,Taikoo Shing,0,0.3333333333333333,0.4477336666994359,0.3869435507719953,arts; calligraphy; centre; community
Cheung Wai Ling,Lau Lok Yin,Hong Wah Court,Po Lam Estate,0,0.4,2.2060130767115833,0.3867870830252057,companionship; light_exercise; park; reading; stretching; walking
Lam Wai Ling,Lam Yan Ting,Po Tat Estate,Kai Tin Estate,0,0.3157894736842105,0.27771857843464404,0.38581779596121546,chess; chinese; food_social; games; reading; tea
Ho Sze Man,Yip Sze Wing,Po Lam Estate,On Ning Garden,0,0.3157894736842105,0.28632588980964224,0.38503224827671817,digital_help; light_exercise; park; smartphone; walk; walking
Chow Chun Wah,Lau Man Yi,Ming Wah Dai Ha,Wan Tsui Estate,0,0.3888888888888889,1.774907693509357,0.3846114077018656,arts; calligraphy; food_social; karaoke; music; songs; tea
Yip Chi Keung,Cheung Yuk Ting,On Ning Garden,Sheung Tak Estate,0,0.3333333333333333,0.5057356147247203,0.38295241555011617,companionship; park; reading; walk; walking
Yip Sze Man,Ho Kwok Him,Choi Tak Estate,Lok Nga Court,0,0.3125,0.2804861938301485,0.38276800452652665,light_exercise; park; stretching; walk; walking
Yip Kwok Wai,Lau Yan Ting,Choi Ming Court,Tsui Ping North Estate,0,0.4,2.531648365174752,0.38247308465903224,arts; games; mahjong; park; walk; walking
Leung Kwok Wai,Tang Man Yi,Lei On Court,Wo Lok Estate,0,0.35294117647058826,0.8283591988607375,0.3820407719082038,arts; calligraphy; food_social; light_exercise; stretching; tea
Cheung Wing Chiu,Chow Yuk Ting,Braemar Hill Mansion,Bedford Gardens,0,0.35294117647058826,0.848370369824345,0.38115256684960536,centre; community; games; park; walk; walking
Ng Chi Keung,Leung Chi Ho,Hiu Lai Court,Po Tat Estate,0,0.29411764705882354,0.14991055437206968,0.3804449284595969,centre; community; karaoke; music; songs
Tang Kam Ming,Lee Chi Ho,Hing Tin Estate,Po Tat Estate,0,0.3076923076923077,0.26438300910802215,0.380173399622468,arts; karaoke; music; songs
Chan Yuk Lan,Leung Tsz Wai,Island Resort,Chai Wan Estate,0,0.29411764705882354,0.15905752924299624,0.3794154916520563,food_social; park; tea; walk; walking
Ng Yat Fung,Tang Sze Wing,Oi Tung Estate,Oi Tung Estate,0,0.29411764705882354,0.16131440715122594,0.3791639878712596,chess; chinese; games; park; walking
Wong Pak Kuen,Ng Ka Ching,Chung Ming Court,Verbena Heights,0,0.375,1.4967487994789077,0.37882813041957053,centre; community; food_social; games; mahjong; tea
