name,district,interests,age,longitude,latitude
Ng Yiu Tung,Lok Man Sun Chuen,Clinic escort; Home visit companionship; Chinese chess; Park walk and chat,32,114.182599,22.315268
Ho Yiu Tung,Lok Nga Court,Phone and smartphone help; Old songs karaoke; Tea time conversation; Reading aloud; Photo sharing and memory talk,23,114.22006,22.315216
Cheung Siu Tung,Lok Wah North Estate,Tea time conversation; Park walk and chat; Phone and smartphone help,28,114.215027,22.326032
Chan Lok Yin,Lok Wah South Estate,Photo sharing and memory talk; Tea time conversation; Reading aloud; Community centre activities,23,114.220982,22.312964
Ng Kwok Him,Long Ping Estate,Board games; Calligraphy practice; Phone and smartphone help,22,114.024574,22.443706
Lau Man Yi,Long Shin Estate,Phone and smartphone help; Calligraphy practice; Cooking together,28,114.046984,22.442776
Lau Tsz Wai,Lower Ngau Tau Kok Estate,Chinese chess; Mahjong companion; Park walk and chat,24,114.221206,22.314797
Wong Ka Ming,Lower Wong Tai Sin (1) Estate,Simple stretching session; Grocery escort; Reading aloud,23,114.192987,22.343509
Leung Hiu Lam,Lower Wong Tai Sin (2) Estate,Old songs karaoke; Cooking together; Simple stretching session,30,114.18697,22.341565
Cheung Yan Ting,Lucky Plaza,Mahjong companion; Phone and smartphone help; Simple stretching session,21,114.197438,22.391038
Chow Wai Man,Luk Yeung Sun Chuen,Home visit companionship; Park walk and chat; Reading aloud,24,114.121567,22.366246
Lam Yiu Tung,Lung Hang Estate,Mahjong companion; Old songs karaoke; Board games,27,114.175241,22.365266
Leung Hiu Lam,Lung Mun Oasis,Grocery escort; Mahjong companion; Tea time conversation; Clinic escort,24,113.974717,22.389578
Chan Yiu Tung,Lung Poon Court,Chinese chess; Reading aloud; Photo sharing and memory talk,28,114.206183,22.337361
Chow Tsz Wai,Ma Tau Wai Estate,Grocery escort; Mahjong companion; Chinese chess; Clinic escort; Home visit companionship,24,114.180781,22.329546
Ng Tsz Wai,Manhattan Hill,Photo sharing and memory talk; Simple stretching session; Mahjong companion; Grocery escort,26,114.13698,22.340408
Ng Tsz Wai,Mantin Heights,Phone and smartphone help; Grocery escort; Old songs karaoke,24,114.181505,22.312167
Cheung Ka Ching,May Shing Court,Mahjong companion; Cooking together; Park walk and chat,30,114.166771,22.38236
Yip Sze Wing,Mayfair Gardens,Board games; Phone and smartphone help; Photo sharing and memory talk; Chinese chess,27,114.108008,22.344665
Lau Ka Ching,Mei Chung Court,Calligraphy practice; Simple stretching session; Park walk and chat,29,114.172578,22.384074
Chan Man Yi,Mei Foo Sun Chuen,Photo sharing and memory talk; Community centre activities; Simple stretching session; Clinic escort; Reading aloud,29,114.141392,22.342418
Ho Siu Tung,Mei King Mansion,Tea time conversation; Photo sharing and memory talk; Reading aloud,27,114.192796,22.320306
Lee Ho Yin,Mei Lam Estate,Tea time conversation; Reading aloud; Home visit companionship,27,114.171804,22.376856
Tang Yiu Tung,Mei Tin Estate,Clinic escort; Park walk and chat; Mahjong companion,23,114.164872,22.371194
Chan Ka Ching,Mei Tung Estate,Old songs karaoke; Simple stretching session; Home visit companionship,23,114.191545,22.33566
Wong Tsz Ho,Melody Garden,Community centre activities; Tea time conversation; Calligraphy practice; Cooking together; Chinese chess,32,113.968375,22.370936
Chow Wing Sze,Metro City,Home visit companionship; Chinese chess; Board games,27,114.255917,22.325639
Yip Ka Ching,Metro Harbour View,Park walk and chat; Calligraphy practice; Mahjong companion,23,114.152926,22.316583
Ng Siu Tung,Metro Town,Simple stretching session; Park walk and chat; Board games; Reading aloud,23,114.248183,22.308723
Ng Ka Ming,Metropole Building,Home visit companionship; Community centre activities; Reading aloud; Park walk and chat,24,114.206913,22.288781
Ng Yuk Ting,Miami Beach Towers,Calligraphy practice; Clinic escort; Chinese chess,27,113.963401,22.370162
Cheung Ho Yin,Ming Nga Court,Home visit companionship; Old songs karaoke; Grocery escort,22,114.175584,22.445472
Chan Wing Sze,Ming Tak Estate,Reading aloud; Chinese chess; Home visit companionship; Park walk and chat,23,114.272273,22.312857
Wong Lok Yin,Ming Wah Dai Ha,Old songs karaoke; Photo sharing and memory talk; Mahjong companion; Chinese chess; Park walk and chat,31,114.223941,22.27113
Chow Tsz Wai,Mont Vert,Photo sharing and memory talk; Phone and smartphone help; Grocery escort,24,114.178713,22.469873
Ho Yiu Tung,Monte Vista,Photo sharing and memory talk; Community centre activities; Board games,31,114.247132,22.421086
Ng Yiu Tung,Mountain Shore,Cooking together; Grocery escort; Calligraphy practice,33,114.22754,22.404725
Ng Tsz Wai,Mun Tung Estate,Simple stretching session; Old songs karaoke; Community centre activities; Phone and smartphone help,25,113.939606,22.271735
Lam Yiu Tung,Nam Cheong Estate,Home visit companionship; Board games; Grocery escort; Reading aloud,27,114.15577,22.319655
Tang Sze Wing,Nam Shan Estate,Phone and smartphone help; Chinese chess; Clinic escort,19,114.170093,22.330588
Ng Lok Yin,Nan Fung Plaza,Clinic escort; Photo sharing and memory talk; Board games,28,114.258031,22.312134
Ho Lok Yin,Nan Fung Sun Chuen,Reading aloud; Home visit companionship; Phone and smartphone help,27,114.208097,22.280763
Yip Pak Hei,Nerine Cove,Phone and smartphone help; Tea time conversation; Home visit companionship; Grocery escort; Simple stretching session,23,113.976585,22.379143
Lam Ho Yin,New Jade Garden,Clinic escort; Simple stretching session; Grocery escort,19,114.23861,22.260369
Cheung Yan Ting,New Kwai Fong Gardens,Clinic escort; Grocery escort; Board games,26,114.134162,22.350315
Yip Tsz Ho,Ning Fung Court,Community centre activities; Cooking together; Board games,26,114.130713,22.375508
Chan Yiu Tung,Ocean Pride,Home visit companionship; Simple stretching session; Board games; Cooking together,27,114.103494,22.370836
Lee Wai Man,Ocean Shores,Tea time conversation; Chinese chess; Photo sharing and memory talk,21,114.249982,22.30542
Lee Ka Ming,Oceanaire,Tea time conversation; Cooking together; Mahjong companion,24,114.216537,22.420563
Lau Yiu Tung,Oi Man Estate,Photo sharing and memory talk; Phone and smartphone help; Clinic escort; Chinese chess,26,114.181393,22.309523
Leung Tsz Ho,Oi Tung Estate,Phone and smartphone help; Community centre activities; Clinic escort,24,114.227088,22.277354
Ng Wing Sze,On Ning Garden,Tea time conversation; Board games; Mahjong companion,26,114.255608,22.319557
Tang Pak Hei,On Tai Estate,Old songs karaoke; Mahjong companion; Tea time conversation,30,114.232401,22.330192
Lau Ka Ching,On Tat Estate,Clinic escort; Reading aloud; Tea time conversation; Chinese chess; Phone and smartphone help,28,114.229732,22.316
Lee Siu Tung,On Ting Estate,Clinic escort; Old songs karaoke; Calligraphy practice,25,113.97061,22.384505
Leung Pak Hei,On Wo Yuen,Tea time conversation; Board games; Calligraphy practice; Photo sharing and memory talk,25,114.192317,22.312917
Cheung Ho Yin,On Yam Estate,Community centre activities; Chinese chess; Simple stretching session,25,114.136782,22.369426
Ho Ka Ming,One Kai Tak,Chinese chess; Mahjong companion; Cooking together,20,114.206961,22.32826
Ho Siu Tung,Oscar By The Sea,Board games; Simple stretching session; Clinic escort,24,114.263515,22.306209
Ho Yan Ting,Pak Tin Estate,Photo sharing and memory talk; Reading aloud; Phone and smartphone help,20,114.159363,22.33856
Ho Ho Yin,Parc Oasis,Reading aloud; Old songs karaoke; Phone and smartphone help,27,114.176629,22.327914
Leung Chi Ho,Park Avenue,Community centre activities; Park walk and chat; Reading aloud,20,114.168244,22.318276
Yip Yan Ting,Park Central,Park walk and chat; Calligraphy practice; Tea time conversation,29,114.250946,22.300894
Ho Yiu Tung,Park Island,Chinese chess; Tea time conversation; Home visit companionship; Park walk and chat,25,114.053246,22.355884
Tang Man Yi,Park Signature,Calligraphy practice; Reading aloud; Park walk and chat,23,114.023657,22.433848
Ho Tsz Wai,Park Vista,Old songs karaoke; Chinese chess; Tea time conversation; Board games,29,114.053427,22.451346
Ho Sze Wing,Parkland Villas,Old songs karaoke; Board games; Clinic escort,23,113.98745,22.406509
Lee Man Yi,Pictorial Garden,Reading aloud; Board games; Park walk and chat,24,114.213469,22.402066
Chan Ka Ching,Pierhead Garden,Home visit companionship; Old songs karaoke; Cooking together,21,113.965075,22.378943
Leung Chi Ho,Ping Shek Estate,Board games; Tea time conversation; Community centre activities,25,114.216752,22.330066
Ho Sze Wing,Ping Tin Estate,Photo sharing and memory talk; Community centre activities; Tea time conversation,29,114.233084,22.303844
Ho Sze Wing,Ping Yan Court,Cooking together; Reading aloud; Calligraphy practice,30,114.005675,22.444711
Cheung Man Yi,Po Lam Estate,Chinese chess; Mahjong companion; Clinic escort,25,114.262862,22.333318
Ho Pak Hei,Po Ming Court,Park walk and chat; Board games; Simple stretching session,26,114.250852,22.311034
Yip Hiu Lam,Po Nga Court,Park walk and chat; Mahjong companion; Tea time conversation; Chinese chess,31,114.164579,22.456027
Lam Hiu Lam,Po Pui Court,Chinese chess; Cooking together; Board games,26,114.223378,22.324249
Yip Ka Ming,Po Shek Wu Estate,Clinic escort; Tea time conversation; Cooking together; Simple stretching session,20,114.118106,22.505294
Leung Chi Ho,Po Tat Estate,Old songs karaoke; Community centre activities; Reading aloud; Phone and smartphone help,32,114.236443,22.316267
Chow Hiu Lam,Po Tin Estate,Old songs karaoke; Park walk and chat; Community centre activities,27,113.96351,22.40603
Tang Ka Ching,Pok Hong Estate,Calligraphy practice; Grocery escort; Mahjong companion,24,114.19559,22.37414
Lee Kwok Him,Pokfulam Gardens,Chinese chess; Board games; Old songs karaoke,24,114.134433,22.256008
Yip Sze Wing,Prime View Garden,Chinese chess; Grocery escort; Tea time conversation; Reading aloud,31,113.984377,22.403453
Ng Yan Ting,Prosperous Garden,Home visit companionship; Reading aloud; Old songs karaoke; Photo sharing and memory talk,25,114.173169,22.309744
Cheung Man Yi,Providence Bay,Tea time conversation; Cooking together; Park walk and chat; Old songs karaoke,25,114.198844,22.427742
Chan Tsz Wai,Provident Centre,Clinic escort; Calligraphy practice; Mahjong companion,23,114.189233,22.285315
Chan Kwok Him,Queen's Terrace,Simple stretching session; Park walk and chat; Cooking together,27,114.142254,22.279214
Chan Chi Ho,Rambler Crest,Phone and smartphone help; Home visit companionship; Photo sharing and memory talk,23,114.104333,22.344166
Ng Ho Yin,Ravana Garden,Tea time conversation; Chinese chess; Community centre activities,25,114.202218,22.398618
Tang Yan Ting,Residence Oasis,Calligraphy practice; Chinese chess; Tea time conversation,29,114.262631,22.32222
Ng Yuk Ting,Rhine Garden,Phone and smartphone help; Grocery escort; Tea time conversation; Park walk and chat; Mahjong companion,26,114.066227,22.372337
Leung Ka Ming,Rhythm Garden,Grocery escort; Calligraphy practice; Park walk and chat,33,114.197639,22.332722
Chow Sze Wing,Richland Gardens,Grocery escort; Community centre activities; Phone and smartphone help; Tea time conversation,28,114.204425,22.328493
Lau Wing Sze,Riviera Gardens,Clinic escort; Phone and smartphone help; Grocery escort,21,114.111995,22.369683
Leung Pak Hei,Royal Ascot,Cooking together; Phone and smartphone help; Old songs karaoke; Photo sharing and memory talk,31,114.210246,22.407431
Yip Kwok Him,Royal Peninsula,Tea time conversation; Calligraphy practice; Chinese chess; Mahjong companion,26,114.176759,22.307626
Chan Ho Yin,Saddle Ridge Garden,Mahjong companion; Photo sharing and memory talk; Board games,25,114.230101,22.427311
Ng Ka Ching,Sam Shing Estate,Old songs karaoke; Clinic escort; Tea time conversation,19,113.971896,22.387138
Tang Kwok Him,San Wai Court,Grocery escort; Tea time conversation; Board games; Clinic escort,29,113.958889,22.404158
Wong Yiu Tung,Sau Mau Ping Estate,Cooking together; Clinic escort; Community centre activities,31,114.239503,22.326846
Wong Chi Ho,Sau Mau Ping South Estate,Tea time conversation; Clinic escort; Park walk and chat; Old songs karaoke; Simple stretching session,20,114.231497,22.322427
Wong Ka Ming,Sausalito,Home visit companionship; Phone and smartphone help; Calligraphy practice,26,114.220563,22.415464
Tang Ka Ching,Sceneway Garden,Home visit companionship; Reading aloud; Community centre activities,31,114.241359,22.309156
Yip Yuk Ting,Sea Crest Villa,Mahjong companion; Park walk and chat; Clinic escort,25,114.042299,22.286941
Cheung Ka Ming,Seaview Crescent,Old songs karaoke; Simple stretching session; Chinese chess,22,113.945831,22.284695
Lau Hiu Lam,Serenity Park,Board games; Calligraphy practice; Reading aloud,23,114.159852,22.454477
Cheung Sze Wing,Serenity Place,Chinese chess; Grocery escort; Clinic escort; Tea time conversation,24,114.249924,22.327387
Lam Yan Ting,Sereno Verde,Photo sharing and memory talk; Park walk and chat; Community centre activities; Calligraphy practice,30,114.037822,22.433066
Yip Hiu Lam,Sha Kok Estate,Park walk and chat; Phone and smartphone help; Cooking together; Tea time conversation,24,114.191206,22.374847
Lam Siu Tung,Sha Tin Centre,Tea time conversation; Grocery escort; Board games; Chinese chess,33,114.197934,22.383606
Wong Tsz Wai,Shan King Estate,Chinese chess; Reading aloud; Phone and smartphone help,24,113.962464,22.396913
Lam Yan Ting,Shatin Park,Reading aloud; Home visit companionship; Calligraphy practice; Board games; Park walk and chat,20,114.198668,22.386871
Chan Sze Wing,Shatin Pass Estate,Simple stretching session; Reading aloud; Grocery escort,23,114.199886,22.343269
Cheung Ka Ching,Shek Kip Mei Estate,Mahjong companion; Photo sharing and memory talk; Tea time conversation,32,114.17102,22.328892
Lam Tsz Wai,Shek Lei (1) Estate,Board games; Mahjong companion; Phone and smartphone help; Cooking together,26,114.141323,22.356853
Yip Hiu Lam,Shek Lei (2) Estate,Clinic escort; Photo sharing and memory talk; Home visit companionship,22,114.139304,22.369848
Yip Ho Yin,Shek Mun Estate,Home visit companionship; Tea time conversation; Board games,27,114.205447,22.392926
Chan Pak Hei,Shek Pai Wan Estate,Park walk and chat; Reading aloud; Community centre activities; Board games,22,114.160489,22.256964
Lee Ka Ching,Shek Wai Kok Estate,Grocery escort; Tea time conversation; Reading aloud,23,114.121575,22.379185
Wong Man Yi,Shek Yam East Estate,Calligraphy practice; Park walk and chat; Community centre activities,24,114.136758,22.374828
Chow Ho Yin,Shek Yam Estate,Community centre activities; Tea time conversation; Home visit companionship,25,114.140595,22.373587
Chan Wing Sze,Sheung Tak Estate,Clinic escort; Phone and smartphone help; Park walk and chat,25,114.256828,22.316344
Leung Man Yi,Shin Ming Estate,Reading aloud; Mahjong companion; Community centre activities,26,114.248603,22.299271
Ng Kwok Him,Shui Chuen O Estate,Photo sharing and memory talk; Mahjong companion; Old songs karaoke; Phone and smartphone help,26,114.190534,22.371032
Cheung Yiu Tung,Shui Pin Wai Estate,Community centre activities; Home visit companionship; Grocery escort,29,114.022433,22.445217
Ho Yuk Ting,Shun Chi Court,Photo sharing and memory talk; Reading aloud; Simple stretching session,29,114.222887,22.33603
Lam Ka Ching,Shun Lee Estate,Grocery escort; Clinic escort; Chinese chess; Park walk and chat,27,114.227878,22.331467
